24893,35
1792,79
1781,71
1749,72
1749,72
1745,15
1740,38
1740,38
1740,38
1740,38
1740,38
1729,51
1720,33
1721,12
1730,67
1721,10
1723,65
1728,29
1721,11
1717,68
1717,68
1717,81
1714,78
1714,02
1705,82
1714,02
1711,91
1706,57
1706,57
1705,50
1702,66
1704,00
1704,74
1695,88
1690,77
1690,29
1689,03
1687,60
1686,17
1686,17
1684,69
1684,53
1683,27
1682,57
1682,57
1682,41
1681,23
1679,87
1679,71
1679,38
1677,64
1677,36
1673,60
1673,60
1673,60
1669,54
1669,54
1669,54
1669,54
1669,54
1669,54
1669,54
1669,54
1668,83
1667,58
1667,58
1667,58
1667,42
1667,42
1666,62
1666,47
1666,02
1666,02
1665,61
1665,61
1665,61
1665,61
1665,61
1665,61
1664,58
1664,58
1664,58
1664,58
1664,58
1664,58
1664,58
1664,58
1664,58
1664,58
1664,58
1662,72
1662,72
1662,72
1662,72
1662,72
1662,72
1662,72
1662,72
1662,72
1662,72
1662,72
1662,72
1662,19
1662,19
1662,19
1662,19
1662,19
1662,18
1662,18
1662,18
1662,18
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1662,07
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,68
1661,45
1661,45
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
1661,23
